rental_id,rental_date,inventory_id,customer_id,return_date,staff_id,last_update
2626,19-06-2005,2816,450,24-06-2005,1,15-02-2006
2627,19-06-2005,2779,592,24-06-2005,2,15-02-2006
2628,19-06-2005,3917,3,28-06-2005,2,15-02-2006
2629,19-06-2005,1810,458,28-06-2005,2,15-02-2006
2630,19-06-2005,3904,236,25-06-2005,1,15-02-2006
2631,19-06-2005,3471,39,26-06-2005,1,15-02-2006
2632,19-06-2005,2274,574,23-06-2005,2,15-02-2006
2633,19-06-2005,3462,68,20-06-2005,1,15-02-2006
2634,19-06-2005,3687,318,20-06-2005,2,15-02-2006
2635,19-06-2005,3332,105,26-06-2005,1,15-02-2006
2636,19-06-2005,2102,253,25-06-2005,2,15-02-2006
2637,19-06-2005,2736,327,27-06-2005,2,15-02-2006
2638,19-06-2005,2944,295,26-06-2005,1,15-02-2006
2639,19-06-2005,3971,116,21-06-2005,2,15-02-2006
2640,19-06-2005,721,540,20-06-2005,1,15-02-2006
2641,19-06-2005,231,374,22-06-2005,1,15-02-2006
2642,19-06-2005,2065,4,25-06-2005,1,15-02-2006
2643,19-06-2005,1928,318,26-06-2005,2,15-02-2006
2644,19-06-2005,1923,309,27-06-2005,2,15-02-2006
2645,19-06-2005,2284,181,28-06-2005,2,15-02-2006
2646,19-06-2005,3511,275,21-06-2005,2,15-02-2006
2647,19-06-2005,1954,54,22-06-2005,1,15-02-2006
2648,19-06-2005,1620,31,21-06-2005,2,15-02-2006
2649,19-06-2005,98,153,21-06-2005,1,15-02-2006
2650,19-06-2005,4211,209,21-06-2005,1,15-02-2006
2651,19-06-2005,2181,576,27-06-2005,1,15-02-2006
2652,19-06-2005,3108,589,28-06-2005,1,15-02-2006
2653,19-06-2005,3528,340,26-06-2005,1,15-02-2006
2654,19-06-2005,3697,405,27-06-2005,2,15-02-2006
2655,19-06-2005,1649,29,23-06-2005,1,15-02-2006
2656,19-06-2005,559,280,24-06-2005,2,15-02-2006
2657,19-06-2005,3595,19,28-06-2005,1,15-02-2006
2658,19-06-2005,3281,156,24-06-2005,1,15-02-2006
2659,19-06-2005,66,139,23-06-2005,1,15-02-2006
2660,19-06-2005,4341,221,28-06-2005,1,15-02-2006
2661,19-06-2005,3652,452,25-06-2005,2,15-02-2006
2662,19-06-2005,3936,68,20-06-2005,1,15-02-2006
2663,19-06-2005,1012,583,20-06-2005,1,15-02-2006
2664,19-06-2005,3496,299,28-06-2005,2,15-02-2006
2665,19-06-2005,4531,133,26-06-2005,2,15-02-2006
2666,19-06-2005,1872,454,28-06-2005,1,15-02-2006
2667,19-06-2005,1028,200,27-06-2005,2,15-02-2006
2668,19-06-2005,3127,568,24-06-2005,2,15-02-2006
2669,19-06-2005,2734,523,20-06-2005,1,15-02-2006
2670,19-06-2005,3518,457,21-06-2005,2,15-02-2006
2671,19-06-2005,2164,451,26-06-2005,2,15-02-2006
2672,19-06-2005,1164,420,25-06-2005,2,15-02-2006
2673,19-06-2005,2487,29,23-06-2005,1,15-02-2006
2674,19-06-2005,3744,585,20-06-2005,1,15-02-2006
2675,19-06-2005,3078,230,23-06-2005,1,15-02-2006
2676,19-06-2005,3938,477,24-06-2005,2,15-02-2006
2677,19-06-2005,4384,428,21-06-2005,2,15-02-2006
2678,19-06-2005,4230,258,21-06-2005,2,15-02-2006
2679,19-06-2005,1994,109,27-06-2005,1,15-02-2006
2680,19-06-2005,865,114,27-06-2005,1,15-02-2006
2681,19-06-2005,2704,196,21-06-2005,2,15-02-2006
2682,19-06-2005,3609,538,28-06-2005,1,15-02-2006
2683,19-06-2005,2860,241,21-06-2005,2,15-02-2006
2684,19-06-2005,1225,17,28-06-2005,2,15-02-2006
2685,19-06-2005,1170,283,22-06-2005,1,15-02-2006
2686,19-06-2005,2686,68,20-06-2005,1,15-02-2006
2687,19-06-2005,3152,254,23-06-2005,2,15-02-2006
2688,19-06-2005,4281,309,28-06-2005,2,15-02-2006
2689,19-06-2005,2478,567,24-06-2005,1,15-02-2006
2690,19-06-2005,1381,391,27-06-2005,1,15-02-2006
2691,19-06-2005,3469,242,26-06-2005,1,15-02-2006
2692,19-06-2005,3162,388,21-06-2005,1,15-02-2006
2693,19-06-2005,2570,107,27-06-2005,1,15-02-2006
2694,19-06-2005,380,368,24-06-2005,1,15-02-2006
2695,19-06-2005,190,208,24-06-2005,2,15-02-2006
2696,19-06-2005,2110,597,28-06-2005,2,15-02-2006
2697,19-06-2005,2271,448,23-06-2005,1,15-02-2006
2698,19-06-2005,3900,420,20-06-2005,2,15-02-2006
2699,19-06-2005,72,267,24-06-2005,2,15-02-2006
2700,19-06-2005,928,180,27-06-2005,1,15-02-2006
2701,19-06-2005,1623,29,28-06-2005,2,15-02-2006
2702,19-06-2005,1736,329,20-06-2005,2,15-02-2006
2703,19-06-2005,4080,319,28-06-2005,2,15-02-2006
2704,19-06-2005,2026,246,26-06-2005,2,15-02-2006
2705,19-06-2005,1191,562,20-06-2005,1,15-02-2006
2706,19-06-2005,373,559,21-06-2005,2,15-02-2006
2707,19-06-2005,4486,589,27-06-2005,2,15-02-2006
2708,19-06-2005,2659,541,24-06-2005,2,15-02-2006
2709,19-06-2005,2877,7,23-06-2005,2,15-02-2006
2710,19-06-2005,2965,446,21-06-2005,1,15-02-2006
2711,19-06-2005,3944,313,21-06-2005,1,15-02-2006
2712,19-06-2005,3132,411,22-06-2005,1,15-02-2006
2713,19-06-2005,3979,378,20-06-2005,1,15-02-2006
2714,19-06-2005,2853,81,23-06-2005,2,15-02-2006
2715,19-06-2005,2082,404,26-06-2005,2,15-02-2006
2716,19-06-2005,944,252,27-06-2005,2,15-02-2006
2717,19-06-2005,140,200,22-06-2005,1,15-02-2006
2718,19-06-2005,4443,139,26-06-2005,1,15-02-2006
2719,19-06-2005,1200,336,20-06-2005,2,15-02-2006
2720,19-06-2005,3597,504,27-06-2005,1,15-02-2006
2721,19-06-2005,3786,358,21-06-2005,2,15-02-2006
2722,19-06-2005,952,45,25-06-2005,2,15-02-2006
2723,19-06-2005,4317,277,20-06-2005,1,15-02-2006
2724,19-06-2005,3879,103,22-06-2005,2,15-02-2006
2725,19-06-2005,63,246,22-06-2005,1,15-02-2006
2726,19-06-2005,2970,420,21-06-2005,1,15-02-2006
2727,19-06-2005,3261,129,28-06-2005,1,15-02-2006
2728,19-06-2005,775,408,22-06-2005,2,15-02-2006
2729,19-06-2005,4449,510,27-06-2005,2,15-02-2006
2730,19-06-2005,1264,30,28-06-2005,1,15-02-2006
2731,19-06-2005,4218,138,27-06-2005,2,15-02-2006
2732,19-06-2005,610,386,25-06-2005,2,15-02-2006
2733,19-06-2005,1535,188,23-06-2005,2,15-02-2006
2734,19-06-2005,794,204,20-06-2005,2,15-02-2006
2735,19-06-2005,4550,29,22-06-2005,1,15-02-2006
2736,19-06-2005,4510,359,21-06-2005,1,15-02-2006
2737,19-06-2005,3131,513,26-06-2005,2,15-02-2006
2738,19-06-2005,350,75,20-06-2005,2,15-02-2006
2739,19-06-2005,213,212,27-06-2005,2,15-02-2006
2740,19-06-2005,1534,92,28-06-2005,2,15-02-2006
2741,19-06-2005,1662,36,20-06-2005,1,15-02-2006
2742,19-06-2005,4154,187,26-06-2005,1,15-02-2006
2743,19-06-2005,2611,35,23-06-2005,1,15-02-2006
2744,19-06-2005,4511,368,22-06-2005,2,15-02-2006
2745,19-06-2005,1253,26,21-06-2005,2,15-02-2006
2746,19-06-2005,933,562,28-06-2005,2,15-02-2006
2747,19-06-2005,1374,422,24-06-2005,1,15-02-2006
2748,19-06-2005,511,473,21-06-2005,1,15-02-2006
2749,19-06-2005,1540,358,25-06-2005,2,15-02-2006
2750,19-06-2005,3775,197,20-06-2005,2,15-02-2006
2751,19-06-2005,1291,148,25-06-2005,1,15-02-2006
2752,19-06-2005,386,149,22-06-2005,2,15-02-2006
2753,19-06-2005,2408,23,24-06-2005,1,15-02-2006
2754,19-06-2005,1761,267,26-06-2005,1,15-02-2006
2755,19-06-2005,946,506,27-06-2005,2,15-02-2006
2756,19-06-2005,3264,144,26-06-2005,2,15-02-2006
2757,19-06-2005,3814,243,28-06-2005,1,15-02-2006
2758,19-06-2005,3558,423,26-06-2005,2,15-02-2006
2759,19-06-2005,687,351,24-06-2005,2,15-02-2006
2760,19-06-2005,2602,192,26-06-2005,1,15-02-2006
2761,19-06-2005,2134,431,20-06-2005,2,15-02-2006
2762,19-06-2005,3431,457,25-06-2005,2,15-02-2006
2763,19-06-2005,3096,276,21-06-2005,2,15-02-2006
2764,19-06-2005,1718,479,28-06-2005,2,15-02-2006
2765,19-06-2005,1017,478,27-06-2005,1,15-02-2006
2766,19-06-2005,3421,345,23-06-2005,2,15-02-2006
2767,19-06-2005,4052,596,24-06-2005,1,15-02-2006
2768,19-06-2005,3018,129,25-06-2005,1,15-02-2006
2769,19-06-2005,1222,354,26-06-2005,2,15-02-2006
2770,19-06-2005,3042,533,26-06-2005,2,15-02-2006
2771,19-06-2005,40,262,27-06-2005,1,15-02-2006
2772,19-06-2005,1221,520,23-06-2005,1,15-02-2006
2773,19-06-2005,4155,505,28-06-2005,1,15-02-2006
2774,19-06-2005,2809,299,21-06-2005,2,15-02-2006
2775,19-06-2005,672,590,26-06-2005,1,15-02-2006
2776,19-06-2005,1726,551,26-06-2005,2,15-02-2006
2777,19-06-2005,4092,230,20-06-2005,2,15-02-2006
2778,19-06-2005,3357,422,28-06-2005,1,15-02-2006
2779,19-06-2005,1020,376,23-06-2005,2,15-02-2006
2780,19-06-2005,1513,360,28-06-2005,1,15-02-2006
2781,19-06-2005,1230,197,27-06-2005,2,15-02-2006
2782,19-06-2005,3644,156,22-06-2005,1,15-02-2006
2783,19-06-2005,2778,113,21-06-2005,1,15-02-2006
2784,19-06-2005,2305,289,28-06-2005,1,15-02-2006
2785,19-06-2005,826,137,24-06-2005,2,15-02-2006
2786,19-06-2005,2255,594,22-06-2005,1,15-02-2006
2787,19-06-2005,3371,307,22-06-2005,2,15-02-2006
2788,19-06-2005,1457,171,21-06-2005,1,15-02-2006
2789,19-06-2005,2398,514,21-06-2005,1,15-02-2006
2790,19-06-2005,202,97,21-06-2005,1,15-02-2006
2791,19-06-2005,2174,299,22-06-2005,2,15-02-2006
2792,19-06-2005,3057,437,23-06-2005,1,15-02-2006
2793,19-06-2005,732,419,25-06-2005,2,15-02-2006
2794,19-06-2005,1957,85,22-06-2005,1,15-02-2006
2795,19-06-2005,3694,129,28-06-2005,1,15-02-2006
2796,19-06-2005,2337,209,25-06-2005,2,15-02-2006
2797,19-06-2005,3222,486,20-06-2005,1,15-02-2006
2798,19-06-2005,1343,180,23-06-2005,2,15-02-2006
2799,19-06-2005,4579,576,21-06-2005,1,15-02-2006
2800,19-06-2005,183,146,23-06-2005,1,15-02-2006
2801,19-06-2005,4572,29,20-06-2005,2,15-02-2006
2802,19-06-2005,4067,489,21-06-2005,2,15-02-2006
2803,19-06-2005,103,120,27-06-2005,1,15-02-2006
2804,19-06-2005,88,426,25-06-2005,2,15-02-2006
2805,19-06-2005,2153,80,27-06-2005,2,15-02-2006
2806,19-06-2005,2114,510,20-06-2005,2,15-02-2006
2807,19-06-2005,2825,194,25-06-2005,2,15-02-2006
2808,19-06-2005,65,325,27-06-2005,1,15-02-2006
2809,19-06-2005,1786,44,27-06-2005,2,15-02-2006
2810,19-06-2005,2558,67,20-06-2005,2,15-02-2006
2811,19-06-2005,3890,457,22-06-2005,2,15-02-2006
2812,19-06-2005,3016,211,26-06-2005,1,15-02-2006
2813,19-06-2005,3420,284,27-06-2005,1,15-02-2006
2814,19-06-2005,1783,10,26-06-2005,2,15-02-2006
2815,19-06-2005,3046,27,25-06-2005,2,15-02-2006
2816,19-06-2005,2180,94,20-06-2005,2,15-02-2006
2817,19-06-2005,3476,510,24-06-2005,1,15-02-2006
2818,19-06-2005,2376,497,22-06-2005,2,15-02-2006
2819,19-06-2005,4100,82,26-06-2005,1,15-02-2006
2820,19-06-2005,851,316,26-06-2005,1,15-02-2006
2821,19-06-2005,2551,532,27-06-2005,1,15-02-2006
2822,19-06-2005,3599,48,23-06-2005,1,15-02-2006
2823,19-06-2005,3566,260,26-06-2005,1,15-02-2006
2824,19-06-2005,2878,506,29-06-2005,2,15-02-2006
2825,19-06-2005,2601,418,22-06-2005,1,15-02-2006
2826,19-06-2005,2980,125,25-06-2005,1,15-02-2006
2827,19-06-2005,2745,23,20-06-2005,2,15-02-2006
2828,19-06-2005,3230,526,25-06-2005,1,15-02-2006
2829,19-06-2005,2047,341,24-06-2005,1,15-02-2006
2830,19-06-2005,2080,21,21-06-2005,1,15-02-2006
2831,19-06-2005,4089,468,22-06-2005,2,15-02-2006
2832,19-06-2005,828,593,28-06-2005,1,15-02-2006
2833,19-06-2005,1976,232,28-06-2005,1,15-02-2006
2834,19-06-2005,2876,122,24-06-2005,1,15-02-2006
2835,19-06-2005,4411,89,26-06-2005,2,15-02-2006
2836,19-06-2005,1453,306,27-06-2005,2,15-02-2006
2837,19-06-2005,417,371,20-06-2005,1,15-02-2006
2838,19-06-2005,143,292,25-06-2005,1,15-02-2006
2839,19-06-2005,3856,256,23-06-2005,2,15-02-2006
2840,19-06-2005,1102,236,26-06-2005,2,15-02-2006
2841,19-06-2005,614,193,28-06-2005,1,15-02-2006
2842,19-06-2005,4183,217,22-06-2005,2,15-02-2006
2843,19-06-2005,1520,148,26-06-2005,2,15-02-2006
2844,19-06-2005,4452,178,24-06-2005,2,15-02-2006
2845,19-06-2005,3948,583,23-06-2005,1,15-02-2006
2846,19-06-2005,651,193,22-06-2005,1,15-02-2006
2847,19-06-2005,1247,148,27-06-2005,2,15-02-2006
2848,19-06-2005,3449,19,25-06-2005,1,15-02-2006
2849,19-06-2005,3628,283,25-06-2005,1,15-02-2006
2850,19-06-2005,206,262,28-06-2005,2,15-02-2006
2851,19-06-2005,2168,361,22-06-2005,1,15-02-2006
2852,19-06-2005,2695,453,26-06-2005,1,15-02-2006
2853,19-06-2005,2578,453,28-06-2005,2,15-02-2006
2854,19-06-2005,4453,81,23-06-2005,2,15-02-2006
2855,19-06-2005,3495,483,26-06-2005,1,15-02-2006
2856,19-06-2005,1859,210,23-06-2005,1,15-02-2006
2857,19-06-2005,2886,364,25-06-2005,2,15-02-2006
2858,19-06-2005,2628,268,21-06-2005,1,15-02-2006
2859,19-06-2005,126,147,20-06-2005,1,15-02-2006
2860,19-06-2005,3045,107,21-06-2005,1,15-02-2006
2861,19-06-2005,1489,116,26-06-2005,1,15-02-2006
2862,19-06-2005,4260,52,23-06-2005,2,15-02-2006
2863,19-06-2005,2410,228,23-06-2005,2,15-02-2006
2864,20-06-2005,1056,493,26-06-2005,2,15-02-2006
2865,20-06-2005,1569,10,21-06-2005,1,15-02-2006
2866,20-06-2005,2718,44,20-06-2005,1,15-02-2006
2867,20-06-2005,95,483,23-06-2005,1,15-02-2006
2868,20-06-2005,1213,214,25-06-2005,2,15-02-2006
2869,20-06-2005,1331,155,24-06-2005,2,15-02-2006
2870,20-06-2005,214,467,28-06-2005,1,15-02-2006
2871,20-06-2005,1731,443,29-06-2005,1,15-02-2006
2872,20-06-2005,3779,240,26-06-2005,1,15-02-2006
2873,20-06-2005,3321,160,25-06-2005,1,15-02-2006
2874,20-06-2005,331,166,28-06-2005,2,15-02-2006
2875,20-06-2005,3012,186,25-06-2005,2,15-02-2006
2876,20-06-2005,3117,39,23-06-2005,1,15-02-2006
2877,20-06-2005,485,267,24-06-2005,1,15-02-2006
2878,20-06-2005,4120,88,21-06-2005,2,15-02-2006
2879,20-06-2005,1920,583,28-06-2005,2,15-02-2006
2880,20-06-2005,1700,193,23-06-2005,2,15-02-2006
2881,20-06-2005,1391,307,26-06-2005,1,15-02-2006
2882,20-06-2005,205,152,21-06-2005,1,15-02-2006
2883,20-06-2005,585,320,28-06-2005,1,15-02-2006
2884,20-06-2005,3384,319,21-06-2005,2,15-02-2006
2885,20-06-2005,2701,330,22-06-2005,1,15-02-2006
2886,20-06-2005,1755,154,23-06-2005,2,15-02-2006
2887,20-06-2005,1073,453,25-06-2005,2,15-02-2006
2888,20-06-2005,468,7,22-06-2005,2,15-02-2006
2889,20-06-2005,151,213,23-06-2005,1,15-02-2006
2890,20-06-2005,3437,392,27-06-2005,1,15-02-2006
2891,20-06-2005,343,32,25-06-2005,1,15-02-2006
2892,20-06-2005,2993,430,21-06-2005,2,15-02-2006
2893,20-06-2005,397,153,26-06-2005,2,15-02-2006
2894,20-06-2005,4316,76,22-06-2005,1,15-02-2006
2895,20-06-2005,4445,141,27-06-2005,2,15-02-2006
2896,20-06-2005,1086,40,26-06-2005,2,15-02-2006
2897,20-06-2005,3464,107,25-06-2005,1,15-02-2006
2898,20-06-2005,3106,178,29-06-2005,2,15-02-2006
2899,20-06-2005,1919,459,23-06-2005,1,15-02-2006
2900,20-06-2005,3407,294,27-06-2005,2,15-02-2006
2901,20-06-2005,667,25,23-06-2005,2,15-02-2006
2902,20-06-2005,2787,304,26-06-2005,1,15-02-2006
2903,20-06-2005,3580,53,25-06-2005,2,15-02-2006
2904,20-06-2005,2195,55,21-06-2005,2,15-02-2006
2905,20-06-2005,3898,189,24-06-2005,2,15-02-2006
2906,20-06-2005,1087,58,23-06-2005,2,15-02-2006
2907,20-06-2005,2516,208,20-06-2005,2,15-02-2006
2908,20-06-2005,517,91,22-06-2005,1,15-02-2006
2909,20-06-2005,1701,451,25-06-2005,2,15-02-2006
2910,20-06-2005,630,57,28-06-2005,1,15-02-2006
2911,20-06-2005,3645,502,22-06-2005,1,15-02-2006
2912,20-06-2005,1076,196,21-06-2005,1,15-02-2006
2913,20-06-2005,3456,402,23-06-2005,1,15-02-2006
2914,20-06-2005,2419,342,25-06-2005,2,15-02-2006
2915,20-06-2005,1293,262,24-06-2005,2,15-02-2006
2916,20-06-2005,3086,590,27-06-2005,2,15-02-2006
2917,20-06-2005,647,451,24-06-2005,1,15-02-2006
2918,20-06-2005,1985,215,21-06-2005,1,15-02-2006
2919,20-06-2005,2835,509,27-06-2005,1,15-02-2006
2920,20-06-2005,487,588,26-06-2005,2,15-02-2006
2921,20-06-2005,1785,59,28-06-2005,1,15-02-2006
2922,20-06-2005,1671,176,22-06-2005,2,15-02-2006
2923,20-06-2005,109,29,21-06-2005,1,15-02-2006
2924,20-06-2005,580,132,21-06-2005,1,15-02-2006
2925,20-06-2005,804,301,22-06-2005,2,15-02-2006
2926,20-06-2005,1055,379,26-06-2005,1,15-02-2006
2927,20-06-2005,393,403,23-06-2005,1,15-02-2006
2928,20-06-2005,1265,104,21-06-2005,2,15-02-2006
2929,20-06-2005,3389,333,25-06-2005,2,15-02-2006
2930,20-06-2005,3615,585,28-06-2005,2,15-02-2006
2931,20-06-2005,3122,258,29-06-2005,1,15-02-2006
2932,20-06-2005,4418,526,29-06-2005,1,15-02-2006
2933,20-06-2005,4483,323,26-06-2005,2,15-02-2006
2934,20-06-2005,697,228,22-06-2005,1,15-02-2006
2935,20-06-2005,2735,384,28-06-2005,2,15-02-2006
2936,20-06-2005,2675,330,26-06-2005,2,15-02-2006
2937,20-06-2005,1998,15,27-06-2005,1,15-02-2006
2938,20-06-2005,1795,504,26-06-2005,1,15-02-2006
2939,20-06-2005,2638,203,26-06-2005,1,15-02-2006
2940,20-06-2005,2504,73,28-06-2005,2,15-02-2006
2941,20-06-2005,3632,135,26-06-2005,2,15-02-2006
2942,20-06-2005,999,242,29-06-2005,1,15-02-2006
2943,20-06-2005,2591,418,25-06-2005,1,15-02-2006
2944,20-06-2005,1550,474,29-06-2005,2,15-02-2006
2945,20-06-2005,4193,153,26-06-2005,1,15-02-2006
2946,20-06-2005,3737,213,21-06-2005,2,15-02-2006
2947,20-06-2005,4302,151,23-06-2005,2,15-02-2006
2948,20-06-2005,4254,289,29-06-2005,2,15-02-2006
2949,20-06-2005,375,78,29-06-2005,2,15-02-2006
2950,20-06-2005,1438,561,27-06-2005,2,15-02-2006
2951,20-06-2005,2903,404,24-06-2005,2,15-02-2006
2952,20-06-2005,3759,13,22-06-2005,1,15-02-2006
2953,20-06-2005,1829,540,26-06-2005,1,15-02-2006
2954,20-06-2005,377,336,23-06-2005,1,15-02-2006
2955,20-06-2005,2312,244,25-06-2005,2,15-02-2006
2956,20-06-2005,2684,533,22-06-2005,2,15-02-2006
2957,20-06-2005,4034,542,29-06-2005,2,15-02-2006
2958,20-06-2005,1380,260,29-06-2005,2,15-02-2006
2959,20-06-2005,4185,372,27-06-2005,1,15-02-2006
2960,20-06-2005,3970,16,26-06-2005,2,15-02-2006
2961,20-06-2005,4539,399,24-06-2005,1,15-02-2006
2962,20-06-2005,2978,364,26-06-2005,1,15-02-2006
2963,20-06-2005,1444,24,28-06-2005,1,15-02-2006
2964,20-06-2005,1201,590,29-06-2005,1,15-02-2006
2965,20-06-2005,27,46,29-06-2005,1,15-02-2006
2966,20-06-2005,3483,511,29-06-2005,1,15-02-2006
2967,20-06-2005,4243,311,29-06-2005,2,15-02-2006
2968,20-06-2005,4415,252,23-06-2005,1,15-02-2006
2969,20-06-2005,1748,418,22-06-2005,2,15-02-2006
2970,20-06-2005,1167,449,28-06-2005,2,15-02-2006
2971,20-06-2005,1585,410,27-06-2005,2,15-02-2006
2972,20-06-2005,2232,531,21-06-2005,1,15-02-2006
2973,20-06-2005,2626,96,24-06-2005,1,15-02-2006
2974,20-06-2005,2322,472,25-06-2005,2,15-02-2006
2975,20-06-2005,4534,46,21-06-2005,1,15-02-2006
2976,20-06-2005,4210,55,21-06-2005,1,15-02-2006
2977,20-06-2005,2645,571,29-06-2005,2,15-02-2006
2978,20-06-2005,4364,548,23-06-2005,1,15-02-2006
2979,20-06-2005,3961,589,27-06-2005,1,15-02-2006
2980,20-06-2005,310,343,29-06-2005,2,15-02-2006
2981,20-06-2005,522,387,28-06-2005,1,15-02-2006
2982,20-06-2005,2574,130,28-06-2005,1,15-02-2006
2983,20-06-2005,1349,322,29-06-2005,2,15-02-2006
2984,20-06-2005,1819,435,22-06-2005,2,15-02-2006
2985,20-06-2005,122,154,22-06-2005,2,15-02-2006
2986,20-06-2005,478,556,26-06-2005,2,15-02-2006
2987,20-06-2005,1531,349,28-06-2005,2,15-02-2006
2988,20-06-2005,3160,557,28-06-2005,2,15-02-2006
2989,20-06-2005,1586,56,22-06-2005,2,15-02-2006
2990,20-06-2005,4559,18,29-06-2005,2,15-02-2006
2991,20-06-2005,4308,472,23-06-2005,1,15-02-2006
2992,20-06-2005,3347,439,24-06-2005,1,15-02-2006
2993,20-06-2005,1527,40,22-06-2005,2,15-02-2006
2994,20-06-2005,1290,163,29-06-2005,1,15-02-2006
2995,20-06-2005,4544,573,26-06-2005,1,15-02-2006
2996,20-06-2005,4064,500,27-06-2005,1,15-02-2006
2997,20-06-2005,1449,519,29-06-2005,1,15-02-2006
2998,20-06-2005,1288,380,24-06-2005,2,15-02-2006
2999,20-06-2005,735,295,26-06-2005,2,15-02-2006
3000,20-06-2005,549,50,22-06-2005,1,15-02-2006
3001,20-06-2005,2941,393,28-06-2005,2,15-02-2006
3002,20-06-2005,2749,266,24-06-2005,2,15-02-2006
3003,20-06-2005,616,38,22-06-2005,2,15-02-2006
3004,20-06-2005,2836,113,23-06-2005,2,15-02-2006
3005,20-06-2005,286,598,28-06-2005,2,15-02-2006
3006,20-06-2005,1677,133,22-06-2005,2,15-02-2006
3007,20-06-2005,1950,7,25-06-2005,2,15-02-2006
3008,20-06-2005,3383,202,26-06-2005,2,15-02-2006
3009,20-06-2005,2721,280,23-06-2005,1,15-02-2006
3010,20-06-2005,1298,567,27-06-2005,1,15-02-2006
3011,20-06-2005,4376,147,28-06-2005,2,15-02-2006
3012,20-06-2005,1392,206,28-06-2005,2,15-02-2006
3013,20-06-2005,4146,290,26-06-2005,1,15-02-2006
3014,20-06-2005,2179,434,23-06-2005,1,15-02-2006
3015,20-06-2005,1311,23,26-06-2005,2,15-02-2006
3016,20-06-2005,3514,558,24-06-2005,1,15-02-2006
3017,20-06-2005,2513,151,28-06-2005,1,15-02-2006
3018,20-06-2005,4150,112,25-06-2005,2,15-02-2006
3019,20-06-2005,491,144,27-06-2005,2,15-02-2006
3020,20-06-2005,4363,74,27-06-2005,2,15-02-2006
3021,20-06-2005,120,62,28-06-2005,2,15-02-2006
3022,20-06-2005,3745,466,26-06-2005,2,15-02-2006
3023,20-06-2005,4304,106,21-06-2005,1,15-02-2006
3024,20-06-2005,1966,328,27-06-2005,2,15-02-2006
3025,20-06-2005,1309,293,22-06-2005,1,15-02-2006
3026,20-06-2005,4032,347,21-06-2005,2,15-02-2006
3027,20-06-2005,4028,397,25-06-2005,2,15-02-2006
3028,20-06-2005,886,264,21-06-2005,2,15-02-2006
3029,20-06-2005,327,317,25-06-2005,1,15-02-2006
3030,20-06-2005,1543,395,24-06-2005,1,15-02-2006
3031,20-06-2005,1184,491,22-06-2005,1,15-02-2006
3032,20-06-2005,3734,172,24-06-2005,1,15-02-2006
3033,20-06-2005,4422,107,26-06-2005,1,15-02-2006
3034,20-06-2005,2755,296,24-06-2005,2,15-02-2006
3035,20-06-2005,1223,62,26-06-2005,2,15-02-2006
3036,20-06-2005,4463,399,29-06-2005,1,15-02-2006
3037,20-06-2005,2033,434,21-06-2005,1,15-02-2006
3038,20-06-2005,2919,27,25-06-2005,1,15-02-2006
3039,20-06-2005,4098,186,21-06-2005,1,15-02-2006
3040,20-06-2005,2568,162,21-06-2005,1,15-02-2006
3041,20-06-2005,2676,459,23-06-2005,2,15-02-2006
3042,20-06-2005,3103,291,26-06-2005,1,15-02-2006
3043,20-06-2005,633,599,29-06-2005,2,15-02-2006
3044,20-06-2005,3216,424,25-06-2005,1,15-02-2006
3045,20-06-2005,3065,459,23-06-2005,2,15-02-2006
3046,20-06-2005,471,559,26-06-2005,2,15-02-2006
3047,20-06-2005,624,13,29-06-2005,2,15-02-2006
3048,20-06-2005,4389,482,26-06-2005,1,15-02-2006
3049,20-06-2005,518,403,29-06-2005,1,15-02-2006
3050,20-06-2005,2397,557,29-06-2005,1,15-02-2006
3051,20-06-2005,1408,65,25-06-2005,2,15-02-2006
3052,20-06-2005,2359,329,29-06-2005,2,15-02-2006
3053,20-06-2005,818,329,25-06-2005,2,15-02-2006
3054,20-06-2005,2817,322,28-06-2005,2,15-02-2006
3055,20-06-2005,1510,23,27-06-2005,1,15-02-2006
3056,20-06-2005,2010,95,26-06-2005,2,15-02-2006
3057,20-06-2005,1101,307,26-06-2005,2,15-02-2006
3058,20-06-2005,938,137,28-06-2005,2,15-02-2006
3059,20-06-2005,2911,266,21-06-2005,2,15-02-2006
3060,20-06-2005,2075,446,25-06-2005,2,15-02-2006
3061,20-06-2005,4202,330,22-06-2005,2,15-02-2006
3062,20-06-2005,591,75,27-06-2005,1,15-02-2006
3063,20-06-2005,3954,515,28-06-2005,2,15-02-2006
3064,20-06-2005,2624,276,25-06-2005,2,15-02-2006
3065,20-06-2005,1687,227,24-06-2005,1,15-02-2006
3066,20-06-2005,1116,268,26-06-2005,2,15-02-2006
3067,20-06-2005,3094,349,28-06-2005,2,15-02-2006
3068,20-06-2005,1958,516,22-06-2005,2,15-02-2006
3069,20-06-2005,1952,237,28-06-2005,1,15-02-2006
3070,20-06-2005,3860,543,25-06-2005,2,15-02-2006
3071,20-06-2005,1198,582,24-06-2005,1,15-02-2006
3072,20-06-2005,4131,423,27-06-2005,2,15-02-2006
3073,20-06-2005,3164,471,26-06-2005,2,15-02-2006
3074,20-06-2005,1441,299,21-06-2005,1,15-02-2006
3075,20-06-2005,4346,161,28-06-2005,2,15-02-2006
3076,20-06-2005,1344,109,28-06-2005,2,15-02-2006
3077,20-06-2005,1675,303,26-06-2005,2,15-02-2006
3078,20-06-2005,3642,367,24-06-2005,1,15-02-2006
